incident_id,crime_type,Description,location_type,Latitude,Longitude,date_time,is_severe,region_code,is_domestic,has_suspect,suspect_id
7304759,ASSAULT,FRAUD IN COOPERATIVE,Main Road,-1.203794,30.453994,2010-01-01 14:00:00,0,114,False,False,
7342039,BURGLARY,CHILD NEGLECT CASE,Health Center,-1.50339,29.763012,2010-01-01 14:00:00,0,119,True,True,SUSP-00715
7297569,MURDER,ASSAULT WITH WEAPON,Health Center,-1.832372,30.254421,2010-01-01 14:00:00,0,126,False,True,SUSP-00716
7314471,DOMESTIC VIOLENCE,VEHICLE STOLEN FROM ROAD,Public Market,-1.204967,29.354906,2010-01-01 14:00:00,0,115,True,False,
7322345,MURDER,GBV REPORTED,Village Road,-2.060577,29.901536,2010-01-01 14:00:00,0,103,False,True,SUSP-00717
8276214,BURGLARY,ASSAULT WITH WEAPON,Residential House,-1.779789,30.083559,2010-01-01 14:00:00,0,120,False,True,SUSP-00718
8424938,MURDER,ASSAULT WITH WEAPON,Residential House,-1.292782,29.815465,2010-01-01 14:00:00,0,117,False,True,SUSP-00719
7297441,DOMESTIC VIOLENCE,UNLAWFUL ENTRY,Health Center,-1.367345,30.459083,2010-01-01 14:10:00,0,110,True,False,
7297564,GENDER BASED VIOLENCE,GBV REPORTED,Public Market,-1.113592,30.309741,2010-01-01 14:10:00,0,117,False,False,
7297486,THEFT,DOMESTIC VIOLENCE INCIDENT,Farm Area,-1.251615,30.21368,2010-01-01 14:15:00,0,129,False,True,SUSP-00720
7297553,DOMESTIC VIOLENCE,FRAUD IN COOPERATIVE,Farm Area,-2.438712,30.086709,2010-01-01 14:15:00,0,109,True,False,
7297490,THEFT,ASSAULT WITH WEAPON,Health Center,-1.780831,30.024405,2010-01-01 14:18:00,1,113,False,False,
7297440,GENDER BASED VIOLENCE,ASSAULT WITH WEAPON,Bus Park,-1.68277,30.435753,2010-01-01 14:25:00,1,113,False,True,SUSP-00721
7297476,THEFT,THEFT FROM HOUSE,Bus Park,-1.735314,30.058882,2010-01-01 14:25:00,0,110,False,True,SUSP-00722
7297498,THEFT,THEFT FROM HOUSE,Farm Area,-1.514434,30.385357,2010-01-01 14:25:00,1,104,False,False,
7298315,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE INCIDENT,Bus Park,-2.422725,30.3679,2010-01-01 14:26:00,0,110,False,True,SUSP-00723
7297452,BURGLARY,THEFT FROM HOUSE,Bar/Restaurant,-1.869916,29.917005,2010-01-01 14:30:00,1,111,False,True,SUSP-00724
7297458,CHILD ABUSE,PROPERTY DAMAGED IN MARKET,Farm Area,-1.561669,30.015568,2010-01-01 14:30:00,1,116,False,True,SUSP-00725
7297708,BURGLARY,BODILY HARM IN FAMILY,Bar/Restaurant,-2.448422,30.395739,2010-01-01 14:30:00,0,126,False,False,
7300942,MURDER,VEHICLE STOLEN FROM ROAD,Farm Area,-2.33452,30.108878,2010-01-01 14:30:00,0,117,True,False,
7297432,BURGLARY,UNLAWFUL ENTRY,Village Road,-2.149952,30.203736,2010-01-01 14:32:00,1,129,False,False,
7298113,PROPERTY DAMAGE,UNLAWFUL ENTRY,District Office,-1.338745,30.112143,2010-01-01 14:36:35,1,101,False,True,SUSP-00726
7316178,BURGLARY,GBV REPORTED,Residential House,-1.635022,30.13689,2010-01-01 14:38:00,0,104,False,False,
7298232,THEFT,UNLAWFUL ENTRY,Public Market,-1.232299,30.155314,2010-01-01 14:40:00,0,111,False,False,
7297479,FRAUD,BODILY HARM IN FAMILY,District Office,-2.370891,29.228199,2010-01-01 14:45:00,1,121,False,True,SUSP-00727
7297473,MURDER,UNLAWFUL ENTRY,Bar/Restaurant,-1.165115,29.733542,2010-01-01 14:45:00,1,102,False,False,
7301641,FRAUD,BODILY HARM IN FAMILY,Public Market,-1.986545,29.650686,2010-01-01 14:45:42,1,114,True,True,SUSP-00728
7332394,THEFT,GBV REPORTED,District Office,-2.201631,29.263827,2010-01-01 14:55:00,0,107,False,True,SUSP-00729
7297879,PROPERTY DAMAGE,UNLAWFUL ENTRY,Public Market,-1.369707,29.659648,2010-01-01 15:00:00,1,129,False,True,SUSP-00730
7298069,CHILD ABUSE,UNLAWFUL ENTRY,Residential House,-1.967588,30.260776,2010-01-01 15:00:00,0,115,True,True,SUSP-00731
7298753,MURDER,UNLAWFUL ENTRY,Health Center,-1.754262,29.325378,2010-01-01 15:00:00,0,125,False,True,SUSP-00732
7303019,MOTORCYCLE THEFT,CHILD NEGLECT CASE,Public Market,-1.770486,30.190372,2010-01-01 15:00:00,0,113,False,True,SUSP-00733
7303311,ASSAULT,ASSAULT WITH WEAPON,Bus Park,-1.464525,29.963326,2010-01-01 15:00:00,0,114,False,True,SUSP-00734
7384746,THEFT,THEFT FROM HOUSE,School,-2.36637,29.907176,2010-01-01 15:00:00,0,114,False,False,
7539153,DOMESTIC VIOLENCE,ASSAULT WITH WEAPON,Main Road,-1.55315,29.084632,2010-01-01 15:00:00,0,112,False,True,SUSP-00735
7938999,FRAUD,GBV REPORTED,Farm Area,-2.414898,29.788533,2010-01-01 15:00:00,0,108,False,True,SUSP-00736
8613126,DOMESTIC VIOLENCE,THEFT FROM HOUSE,Village Road,-2.350434,29.327566,2010-01-01 15:00:00,0,101,False,True,SUSP-00737
9006808,THEFT,CHILD NEGLECT CASE,Farm Area,-1.276447,29.792308,2010-01-01 15:00:00,0,119,False,False,
7297899,GENDER BASED VIOLENCE,PROPERTY DAMAGED IN MARKET,Bus Park,-1.882156,30.005986,2010-01-01 15:00:00,0,116,False,True,SUSP-00738
7297508,GENDER BASED VIOLENCE,THEFT FROM HOUSE,Farm Area,-1.382127,30.366379,2010-01-01 15:05:00,1,107,False,True,SUSP-00739
7297500,GENDER BASED VIOLENCE,CHILD NEGLECT CASE,Village Road,-1.606827,29.727606,2010-01-01 15:06:00,0,121,False,False,
7297514,DOMESTIC VIOLENCE,PROPERTY DAMAGED IN MARKET,Village Road,-1.015466,30.309307,2010-01-01 15:10:00,0,111,False,True,SUSP-00740
7298456,CHILD ABUSE,GBV REPORTED,Public Market,-1.83109,29.449409,2010-01-01 15:10:00,0,110,False,True,SUSP-00741
7310499,BURGLARY,UNLAWFUL ENTRY,Farm Area,-2.37938,30.039662,2010-01-01 15:10:00,1,102,False,True,SUSP-00742
7297554,MURDER,CHILD NEGLECT CASE,Main Road,-1.533184,29.677382,2010-01-01 15:11:00,1,110,False,False,
7297496,CHILD ABUSE,GBV REPORTED,Village Road,-2.218164,29.048901,2010-01-01 15:15:00,0,126,False,True,SUSP-00743
7297499,BURGLARY,CHILD NEGLECT CASE,Village Road,-1.786943,29.29014,2010-01-01 15:15:00,1,126,False,False,
7297583,THEFT,PROPERTY DAMAGED IN MARKET,Bus Park,-2.073074,29.270621,2010-01-01 15:16:00,1,115,False,True,SUSP-00744
7299317,MOTORCYCLE THEFT,THEFT FROM HOUSE,Residential House,-2.218844,29.567523,2010-01-01 15:23:00,0,101,True,False,
7299231,GENDER BASED VIOLENCE,BODILY HARM IN FAMILY,Residential House,-1.617202,29.278658,2010-01-01 15:26:00,0,105,False,False,
7297588,ASSAULT,BODILY HARM IN FAMILY,Health Center,-1.865875,29.200284,2010-01-01 15:29:00,0,108,False,False,
7297950,GENDER BASED VIOLENCE,GBV REPORTED,Health Center,-1.453793,30.424997,2010-01-01 15:29:00,0,105,True,True,SUSP-00745
7297517,FRAUD,UNLAWFUL ENTRY,Farm Area,-1.53559,30.208752,2010-01-01 15:30:00,0,108,False,False,
7297518,BURGLARY,PROPERTY DAMAGED IN MARKET,Bar/Restaurant,-2.268436,29.867206,2010-01-01 15:30:00,0,101,False,True,SUSP-00746
7297520,GENDER BASED VIOLENCE,UNLAWFUL ENTRY,Bar/Restaurant,-2.354134,29.147348,2010-01-01 15:30:00,1,106,False,True,SUSP-00747
7297528,MURDER,FRAUD IN COOPERATIVE,Health Center,-2.179473,29.131323,2010-01-01 15:30:00,0,105,False,True,SUSP-00748
7297551,DOMESTIC VIOLENCE,PROPERTY DAMAGED IN MARKET,Bar/Restaurant,-1.280719,29.718193,2010-01-01 15:30:00,0,105,False,False,
7297827,FRAUD,DOMESTIC VIOLENCE INCIDENT,Bar/Restaurant,-2.440883,30.462472,2010-01-01 15:30:00,0,103,False,False,
7298008,BURGLARY,GBV REPORTED,Village Road,-1.162245,29.899973,2010-01-01 15:30:00,0,117,False,False,
7298258,CHILD ABUSE,UNLAWFUL ENTRY,Residential House,-2.012418,29.688771,2010-01-01 15:30:00,0,123,False,True,SUSP-00749
7298349,DOMESTIC VIOLENCE,ASSAULT WITH WEAPON,Village Road,-1.462719,29.235334,2010-01-01 15:30:00,0,102,False,True,SUSP-00750
7298392,MOTORCYCLE THEFT,DOMESTIC VIOLENCE INCIDENT,Village Road,-2.187133,30.347579,2010-01-01 15:30:00,0,121,False,False,
7310495,PROPERTY DAMAGE,CHILD NEGLECT CASE,Bus Park,-2.073227,29.078945,2010-01-01 15:30:00,1,115,False,True,SUSP-00751
7314756,GENDER BASED VIOLENCE,FRAUD IN COOPERATIVE,Public Market,-1.133999,29.858503,2010-01-01 15:30:00,0,115,False,True,SUSP-00752
7517155,FRAUD,BODILY HARM IN FAMILY,Health Center,-1.168513,30.158301,2010-01-01 15:30:00,0,103,False,True,SUSP-00753
7299022,PROPERTY DAMAGE,GBV REPORTED,Farm Area,-1.119892,29.333286,2010-01-01 15:30:00,0,109,False,True,SUSP-00754
7297581,CHILD ABUSE,UNLAWFUL ENTRY,Public Market,-1.680289,30.385535,2010-01-01 15:40:00,1,118,False,True,SUSP-00755
7297605,BURGLARY,BODILY HARM IN FAMILY,Residential House,-1.820732,30.250518,2010-01-01 15:40:00,0,117,False,True,SUSP-00756
7297529,DOMESTIC VIOLENCE,THEFT FROM HOUSE,Farm Area,-2.091478,30.430637,2010-01-01 15:45:00,0,126,False,True,SUSP-00757
7297631,DOMESTIC VIOLENCE,FRAUD IN COOPERATIVE,Health Center,-2.183044,29.984018,2010-01-01 15:45:00,0,114,False,True,SUSP-00758
7297570,PROPERTY DAMAGE,VEHICLE STOLEN FROM ROAD,Bus Park,-1.18836,29.993211,2010-01-01 15:50:00,0,101,False,False,
7297539,CHILD ABUSE,CHILD NEGLECT CASE,Health Center,-1.394464,29.898771,2010-01-01 15:53:00,1,118,True,True,SUSP-00759
7297506,MURDER,THEFT FROM HOUSE,Bus Park,-1.886003,30.237756,2010-01-01 16:00:00,0,126,False,True,SUSP-00760
7297509,PROPERTY DAMAGE,DOMESTIC VIOLENCE INCIDENT,Residential House,-1.786434,30.371446,2010-01-01 16:00:00,1,114,False,True,SUSP-00761
7297572,CHILD ABUSE,ASSAULT WITH WEAPON,Health Center,-1.66864,29.424251,2010-01-01 16:00:00,0,106,False,True,SUSP-00762
7297591,FRAUD,BODILY HARM IN FAMILY,District Office,-1.142636,29.031669,2010-01-01 16:00:00,0,110,False,False,
7297782,GENDER BASED VIOLENCE,ASSAULT WITH WEAPON,Bar/Restaurant,-1.615591,29.645027,2010-01-01 16:00:00,0,113,True,False,
7298005,THEFT,BODILY HARM IN FAMILY,Residential House,-1.682604,30.424723,2010-01-01 16:00:00,0,122,False,True,SUSP-00763
7298010,CHILD ABUSE,VEHICLE STOLEN FROM ROAD,Bar/Restaurant,-1.49689,29.227373,2010-01-01 16:00:00,0,107,False,True,SUSP-00764
7348356,PROPERTY DAMAGE,VEHICLE STOLEN FROM ROAD,School,-1.15797,29.745092,2010-01-01 16:00:00,0,112,False,False,
7387936,CHILD ABUSE,CHILD NEGLECT CASE,Bus Park,-1.032264,29.862897,2010-01-01 16:00:00,0,127,False,False,
7314289,MOTORCYCLE THEFT,PROPERTY DAMAGED IN MARKET,Bar/Restaurant,-1.136673,30.479626,2010-01-01 16:00:00,0,123,True,True,SUSP-00765
7913418,GENDER BASED VIOLENCE,VEHICLE STOLEN FROM ROAD,Main Road,-1.224981,29.839885,2010-01-01 16:00:00,0,118,False,True,SUSP-00766
7824293,BURGLARY,FRAUD IN COOPERATIVE,Public Market,-1.796972,29.23065,2010-01-01 16:00:00,0,109,False,True,SUSP-00767
8131957,BURGLARY,ASSAULT WITH WEAPON,Village Road,-1.006014,30.083063,2010-01-01 16:00:00,1,103,False,False,
9191517,CHILD ABUSE,FRAUD IN COOPERATIVE,Residential House,-2.276072,30.215596,2010-01-01 16:00:00,0,107,False,True,SUSP-00768
7297547,MOTORCYCLE THEFT,CHILD NEGLECT CASE,Residential House,-1.281947,30.188426,2010-01-01 16:05:00,1,124,False,False,
7297522,PROPERTY DAMAGE,UNLAWFUL ENTRY,Farm Area,-1.828164,29.350855,2010-01-01 16:07:00,1,115,False,True,SUSP-00769
7305422,MOTORCYCLE THEFT,CHILD NEGLECT CASE,Public Market,-1.948391,29.810559,2010-01-01 16:10:00,1,119,False,True,SUSP-00770
7306371,GENDER BASED VIOLENCE,GBV REPORTED,Public Market,-1.606495,29.367767,2010-01-01 16:10:00,1,128,False,True,SUSP-00771
7297562,MOTORCYCLE THEFT,PROPERTY DAMAGED IN MARKET,Main Road,-1.978969,29.723493,2010-01-01 16:12:00,1,115,False,True,SUSP-00772
7298068,FRAUD,CHILD NEGLECT CASE,Residential House,-2.243734,29.401389,2010-01-01 16:15:00,0,104,False,True,SUSP-00773
7344216,PROPERTY DAMAGE,PROPERTY DAMAGED IN MARKET,Main Road,-1.025493,29.334696,2010-01-01 16:16:00,0,121,False,True,SUSP-00774
7297535,PROPERTY DAMAGE,DOMESTIC VIOLENCE INCIDENT,Public Market,-1.07629,30.270323,2010-01-01 16:24:00,1,117,False,True,SUSP-00775
7306387,CHILD ABUSE,GBV REPORTED,School,-2.262566,29.45071,2010-01-01 16:25:00,1,112,False,False,
7300228,MURDER,UNLAWFUL ENTRY,Health Center,-2.345186,30.1028,2010-01-01 16:26:27,0,126,False,True,SUSP-00776
7297626,BURGLARY,PROPERTY DAMAGED IN MARKET,School,-1.727617,30.275198,2010-01-01 16:30:00,0,129,False,True,SUSP-00777
7297793,MOTORCYCLE THEFT,UNLAWFUL ENTRY,District Office,-2.369865,29.106152,2010-01-01 16:30:00,0,104,False,False,
7311503,CHILD ABUSE,VEHICLE STOLEN FROM ROAD,Farm Area,-2.037962,29.553036,2010-01-01 16:30:00,0,129,False,False,
7297552,GENDER BASED VIOLENCE,THEFT FROM HOUSE,Farm Area,-1.380534,29.756424,2010-01-01 16:40:00,0,101,True,False,
7297602,MURDER,FRAUD IN COOPERATIVE,Village Road,-2.350593,30.081312,2010-01-01 16:40:00,1,124,True,False,
7297717,DOMESTIC VIOLENCE,FRAUD IN COOPERATIVE,Residential House,-1.301171,29.051975,2010-01-01 16:58:00,0,104,False,True,SUSP-00778
7297560,FRAUD,THEFT FROM HOUSE,Health Center,-2.133541,29.28106,2010-01-01 17:00:00,0,119,False,True,SUSP-00779
7297598,PROPERTY DAMAGE,THEFT FROM HOUSE,District Office,-1.652263,29.439292,2010-01-01 17:00:00,0,119,False,False,
7297832,CHILD ABUSE,ASSAULT WITH WEAPON,Bus Park,-1.910862,30.076321,2010-01-01 17:00:00,0,118,False,True,SUSP-00780
7298835,MOTORCYCLE THEFT,PROPERTY DAMAGED IN MARKET,Farm Area,-1.398016,29.833528,2010-01-01 17:00:00,0,102,False,True,SUSP-00781
7298931,ASSAULT,CHILD NEGLECT CASE,Bar/Restaurant,-1.634009,30.485249,2010-01-01 17:00:00,0,103,False,False,
7299330,BURGLARY,GBV REPORTED,School,-2.383044,29.702441,2010-01-01 17:00:00,0,126,False,True,SUSP-00782
7346527,ASSAULT,GBV REPORTED,Residential House,-1.717034,29.621417,2010-01-01 17:00:00,0,129,False,True,SUSP-00783
7308505,PROPERTY DAMAGE,ASSAULT WITH WEAPON,Farm Area,-1.576164,30.268783,2010-01-01 17:00:00,0,113,False,True,SUSP-00784
7310407,DOMESTIC VIOLENCE,PROPERTY DAMAGED IN MARKET,Public Market,-2.061396,29.314053,2010-01-01 17:00:00,0,126,True,True,SUSP-00785
7323299,GENDER BASED VIOLENCE,BODILY HARM IN FAMILY,Public Market,-1.873567,30.276857,2010-01-01 17:00:00,0,125,False,True,SUSP-00786
7576553,BURGLARY,PROPERTY DAMAGED IN MARKET,Farm Area,-2.282438,29.424143,2010-01-01 17:00:00,0,123,False,True,SUSP-00787
7297633,MOTORCYCLE THEFT,DOMESTIC VIOLENCE INCIDENT,Bar/Restaurant,-1.01704,29.011796,2010-01-01 17:04:00,0,121,False,False,
7310950,GENDER BASED VIOLENCE,ASSAULT WITH WEAPON,Health Center,-2.0466,29.51074,2010-01-01 17:08:00,0,129,False,True,SUSP-00788
7297542,MURDER,VEHICLE STOLEN FROM ROAD,Bus Park,-1.229085,30.451457,2010-01-01 17:15:00,1,109,False,True,SUSP-00789
7297609,CHILD ABUSE,BODILY HARM IN FAMILY,Public Market,-1.424839,29.9029,2010-01-01 17:15:00,1,116,False,False,
7297624,THEFT,CHILD NEGLECT CASE,Public Market,-1.686501,30.45492,2010-01-01 17:20:00,1,123,True,False,
7297568,MURDER,UNLAWFUL ENTRY,Village Road,-1.696208,29.348372,2010-01-01 17:30:00,1,112,False,False,
7297739,BURGLARY,PROPERTY DAMAGED IN MARKET,Village Road,-2.350969,29.112585,2010-01-01 17:30:00,0,109,True,False,
7298742,THEFT,DOMESTIC VIOLENCE INCIDENT,Bar/Restaurant,-2.112111,29.099541,2010-01-01 17:30:00,0,116,False,True,SUSP-00790
7319640,MOTORCYCLE THEFT,PROPERTY DAMAGED IN MARKET,Public Market,-1.108685,30.223461,2010-01-01 17:30:00,0,119,False,True,SUSP-00791
7302349,BURGLARY,CHILD NEGLECT CASE,Bar/Restaurant,-1.679605,30.128717,2010-01-01 17:32:11,1,118,False,True,SUSP-00792
7297600,CHILD ABUSE,FRAUD IN COOPERATIVE,Public Market,-2.434751,29.325153,2010-01-01 17:34:00,1,129,False,True,SUSP-00793
7297623,PROPERTY DAMAGE,BODILY HARM IN FAMILY,Village Road,-1.852053,29.406029,2010-01-01 17:35:00,0,103,False,True,SUSP-00794
7297682,THEFT,DOMESTIC VIOLENCE INCIDENT,Residential House,-2.174327,30.076763,2010-01-01 17:35:00,1,105,False,True,SUSP-00795
7300164,MURDER,GBV REPORTED,Bar/Restaurant,-2.12996,29.515895,2010-01-01 17:40:00,0,129,False,False,
7297595,CHILD ABUSE,CHILD NEGLECT CASE,Village Road,-2.189947,30.324507,2010-01-01 18:00:00,0,108,True,True,SUSP-00796
7297614,GENDER BASED VIOLENCE,THEFT FROM HOUSE,Farm Area,-2.499876,29.905656,2010-01-01 18:00:00,1,103,False,True,SUSP-00797
7297618,MURDER,PROPERTY DAMAGED IN MARKET,Residential House,-1.242005,29.515131,2010-01-01 18:00:00,1,118,True,True,SUSP-00798
7297625,FRAUD,UNLAWFUL ENTRY,Residential House,-1.242695,29.374124,2010-01-01 18:00:00,0,103,True,True,SUSP-00799
7297647,PROPERTY DAMAGE,FRAUD IN COOPERATIVE,District Office,-1.882692,29.28674,2010-01-01 18:00:00,0,115,False,True,SUSP-00800
7297678,MURDER,BODILY HARM IN FAMILY,Public Market,-1.227083,29.783687,2010-01-01 18:00:00,0,118,False,False,
7297705,DOMESTIC VIOLENCE,GBV REPORTED,District Office,-1.556012,30.182786,2010-01-01 18:00:00,1,127,True,True,SUSP-00801
7297758,PROPERTY DAMAGE,GBV REPORTED,Bar/Restaurant,-1.539288,29.610961,2010-01-01 18:00:00,1,116,True,True,SUSP-00802
7297783,CHILD ABUSE,GBV REPORTED,Residential House,-1.898452,30.397716,2010-01-01 18:00:00,0,112,False,True,SUSP-00803
7297902,MOTORCYCLE THEFT,VEHICLE STOLEN FROM ROAD,Health Center,-2.215425,29.388222,2010-01-01 18:00:00,1,101,False,False,
7297974,DOMESTIC VIOLENCE,PROPERTY DAMAGED IN MARKET,Main Road,-1.389162,30.492753,2010-01-01 18:00:00,0,121,False,True,SUSP-00804
7298423,MURDER,ASSAULT WITH WEAPON,Public Market,-1.568642,30.239601,2010-01-01 18:00:00,0,115,False,True,SUSP-00805
7298636,MURDER,UNLAWFUL ENTRY,Bus Park,-1.858707,29.722113,2010-01-01 18:00:00,0,125,False,True,SUSP-00806
7299015,THEFT,CHILD NEGLECT CASE,Bar/Restaurant,-2.426202,29.745445,2010-01-01 18:00:00,0,124,False,True,SUSP-00807
7318932,GENDER BASED VIOLENCE,UNLAWFUL ENTRY,Village Road,-1.05526,30.496458,2010-01-01 18:00:00,0,120,False,False,
7510076,MOTORCYCLE THEFT,FRAUD IN COOPERATIVE,Village Road,-1.241164,30.384944,2010-01-01 18:00:00,0,106,False,False,
7906970,ASSAULT,BODILY HARM IN FAMILY,Main Road,-2.13902,30.346099,2010-01-01 18:00:00,0,129,False,True,SUSP-00808
7297607,GENDER BASED VIOLENCE,CHILD NEGLECT CASE,Bus Park,-2.006308,29.760292,2010-01-01 18:01:00,1,127,False,False,
7297620,BURGLARY,ASSAULT WITH WEAPON,Farm Area,-1.49579,30.161217,2010-01-01 18:09:00,1,122,False,False,
7297698,BURGLARY,DOMESTIC VIOLENCE INCIDENT,School,-2.182086,29.630458,2010-01-01 18:10:00,0,116,True,False,
7297750,MOTORCYCLE THEFT,THEFT FROM HOUSE,Residential House,-1.416156,30.063778,2010-01-01 18:15:00,0,123,True,False,
7297616,BURGLARY,CHILD NEGLECT CASE,Main Road,-2.268493,29.033428,2010-01-01 18:25:00,0,108,False,True,SUSP-00809
7297649,BURGLARY,CHILD NEGLECT CASE,Health Center,-1.527982,30.17277,2010-01-01 18:30:00,0,112,False,True,SUSP-00810
7299580,DOMESTIC VIOLENCE,PROPERTY DAMAGED IN MARKET,Bus Park,-2.397828,29.330038,2010-01-01 18:30:00,0,116,False,True,SUSP-00811
7305339,ASSAULT,THEFT FROM HOUSE,Farm Area,-1.079881,29.149397,2010-01-01 18:30:00,0,121,False,False,
7360225,ASSAULT,CHILD NEGLECT CASE,School,-1.010931,30.146671,2010-01-01 18:30:00,0,116,False,True,SUSP-00812
7316381,DOMESTIC VIOLENCE,VEHICLE STOLEN FROM ROAD,Village Road,-1.192433,30.149309,2010-01-01 18:30:00,0,119,False,False,
7297690,DOMESTIC VIOLENCE,BODILY HARM IN FAMILY,School,-1.314773,30.434996,2010-01-01 18:36:00,1,117,True,False,
7297726,MURDER,DOMESTIC VIOLENCE INCIDENT,School,-2.16569,30.166613,2010-01-01 18:38:00,0,127,False,True,SUSP-00813
7297646,GENDER BASED VIOLENCE,PROPERTY DAMAGED IN MARKET,Bar/Restaurant,-2.262255,29.002129,2010-01-01 18:40:00,0,124,False,False,
7297724,DOMESTIC VIOLENCE,BODILY HARM IN FAMILY,School,-1.143234,30.030436,2010-01-01 18:40:00,0,123,True,True,SUSP-00814
7298347,ASSAULT,THEFT FROM HOUSE,School,-1.169583,29.404814,2010-01-01 18:40:00,0,104,False,True,SUSP-00815
7297617,DOMESTIC VIOLENCE,FRAUD IN COOPERATIVE,District Office,-1.337021,29.47974,2010-01-01 18:45:00,0,112,True,False,
7297636,THEFT,ASSAULT WITH WEAPON,District Office,-2.229231,30.239079,2010-01-01 18:45:00,0,103,True,True,SUSP-00816
7297699,FRAUD,FRAUD IN COOPERATIVE,School,-1.837642,29.594809,2010-01-01 18:45:00,1,109,False,False,
7297638,ASSAULT,GBV REPORTED,Bar/Restaurant,-2.290382,29.981428,2010-01-01 18:55:00,0,114,False,False,
7297619,MOTORCYCLE THEFT,CHILD NEGLECT CASE,District Office,-2.208514,29.152288,2010-01-01 19:00:00,0,112,False,True,SUSP-00817
7297621,MOTORCYCLE THEFT,ASSAULT WITH WEAPON,Health Center,-2.275789,30.11269,2010-01-01 19:00:00,1,109,False,True,SUSP-00818
7297655,FRAUD,ASSAULT WITH WEAPON,Farm Area,-1.391306,30.384038,2010-01-01 19:00:00,1,125,False,True,SUSP-00819
7298142,MURDER,VEHICLE STOLEN FROM ROAD,Bus Park,-1.4893,29.457002,2010-01-01 19:00:00,0,128,False,True,SUSP-00820
7298153,BURGLARY,FRAUD IN COOPERATIVE,School,-1.165884,29.114592,2010-01-01 19:00:00,0,129,False,False,
7298514,CHILD ABUSE,FRAUD IN COOPERATIVE,District Office,-1.562296,29.457496,2010-01-01 19:00:00,0,118,False,True,SUSP-00821
7298548,BURGLARY,THEFT FROM HOUSE,District Office,-1.3831,29.210254,2010-01-01 19:00:00,0,112,False,True,SUSP-00822
7298639,BURGLARY,THEFT FROM HOUSE,Bus Park,-1.301604,29.259852,2010-01-01 19:00:00,0,102,False,True,SUSP-00823
7299641,ASSAULT,PROPERTY DAMAGED IN MARKET,Main Road,-1.917528,29.733836,2010-01-01 19:00:00,0,108,False,True,SUSP-00824
7302186,CHILD ABUSE,GBV REPORTED,Bus Park,-1.111762,29.451061,2010-01-01 19:00:00,0,115,False,False,
7302258,MURDER,UNLAWFUL ENTRY,District Office,-2.199684,30.193794,2010-01-01 19:00:00,0,113,False,True,SUSP-00825
7302696,MURDER,PROPERTY DAMAGED IN MARKET,School,-1.45147,29.895186,2010-01-01 19:00:00,0,123,False,False,
7305168,ASSAULT,GBV REPORTED,School,-1.702706,29.749607,2010-01-01 19:00:00,1,122,False,True,SUSP-00826
7455709,THEFT,BODILY HARM IN FAMILY,Bus Park,-1.997998,30.037083,2010-01-01 19:00:00,0,128,False,False,
7309299,FRAUD,BODILY HARM IN FAMILY,Health Center,-1.833376,30.445016,2010-01-01 19:00:00,0,103,False,True,SUSP-00827
7564022,GENDER BASED VIOLENCE,PROPERTY DAMAGED IN MARKET,Main Road,-2.241214,30.117403,2010-01-01 19:00:00,0,105,False,True,SUSP-00828
7605769,MURDER,BODILY HARM IN FAMILY,Main Road,-1.466741,29.500446,2010-01-01 19:00:00,0,108,False,False,
7297675,DOMESTIC VIOLENCE,PROPERTY DAMAGED IN MARKET,Village Road,-1.054371,29.432209,2010-01-01 19:10:00,1,111,False,True,SUSP-00829
7297747,THEFT,ASSAULT WITH WEAPON,Village Road,-2.346898,29.905572,2010-01-01 19:10:00,1,121,False,False,
7297658,MURDER,CHILD NEGLECT CASE,Bus Park,-1.399636,29.334046,2010-01-01 19:12:00,1,129,False,True,SUSP-00830
7297659,GENDER BASED VIOLENCE,VEHICLE STOLEN FROM ROAD,Farm Area,-2.03502,29.939463,2010-01-01 19:15:00,1,118,False,True,SUSP-00831
7297756,CHILD ABUSE,ASSAULT WITH WEAPON,Public Market,-1.505461,29.016416,2010-01-01 19:20:00,0,101,False,True,SUSP-00832
7314994,CHILD ABUSE,UNLAWFUL ENTRY,District Office,-1.71156,30.455637,2010-01-01 19:22:00,1,117,False,False,
7322503,BURGLARY,ASSAULT WITH WEAPON,Bar/Restaurant,-1.479565,30.367354,2010-01-01 19:22:00,1,108,False,True,SUSP-00833
7298077,ASSAULT,BODILY HARM IN FAMILY,Main Road,-2.071779,29.182948,2010-01-01 19:24:46,0,127,False,True,SUSP-00834
7297723,DOMESTIC VIOLENCE,GBV REPORTED,District Office,-1.321565,30.164476,2010-01-01 19:25:00,0,112,False,True,SUSP-00835
7345020,CHILD ABUSE,VEHICLE STOLEN FROM ROAD,Health Center,-1.51184,29.459155,2010-01-01 19:28:00,0,116,False,True,SUSP-00836
7297679,CHILD ABUSE,GBV REPORTED,District Office,-1.86394,29.693116,2010-01-01 19:29:00,1,126,False,True,SUSP-00837
7297714,GENDER BASED VIOLENCE,DOMESTIC VIOLENCE INCIDENT,Farm Area,-1.6802,29.189817,2010-01-01 19:29:00,1,104,False,False,
7297670,ASSAULT,FRAUD IN COOPERATIVE,Residential House,-1.614572,30.404503,2010-01-01 19:30:00,1,115,False,False,
7297680,CHILD ABUSE,UNLAWFUL ENTRY,Village Road,-1.298951,30.235756,2010-01-01 19:30:00,0,123,True,False,
